id,listing_url,scrape_id,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
39813599,https://www.airbnb.com/rooms/39813599,20201229152854,2020-12-30,Au cœur de la ville,,,https://a0.muscache.com/pictures/ef27f437-2ec0-43d6-9382-d5ff8b8cc8ee.jpg,243825056,https://www.airbnb.com/users/show/243825056,Lelinho,2019-02-18,Switzerland,Personne organiser et décontracté ,a few days or more,40%,100%,f,https://a0.muscache.com/im/pictures/user/584aa4f5-2492-4f33-93a8-406a9284fad1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/584aa4f5-2492-4f33-93a8-406a9284fad1.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Commune de Genève,,46.20937,6.14321,Entire apartment,Entire home/apt,2,0.0,1 bath,1.0,0.0,"[""Microwave"", ""Baking sheet"", ""Kitchen"", ""TV"", ""Coffee maker"", ""Bed linens"", ""Barbecue utensils"", ""Oven"", ""Patio or balcony"", ""Stove"", ""Shower gel"", ""Dedicated workspace"", ""Shampoo"", ""Iron"", ""Hot water"", ""Elevator"", ""Extra pillows and blankets"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Hair dryer"", ""Pocket wifi"", ""Hangers"", ""Essentials"", ""Cooking basics""]",$500.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,365,2020-12-30,20,19,0,2019-12-18,2020-07-19,83.0,9.0,8.0,9.0,9.0,10.0,9.0,,t,3,3,0,0,1.58
39854983,https://www.airbnb.com/rooms/39854983,20201229152854,2020-12-30,"Near Palexpo & UN, Free daytime airport pickup","8min by bus/taxi from the airport. We provide free airport pickup during daytime - if you arrive in the night there is a free public bus. 10min walking distance to Palexpo, 12min direct bus ride to the UN, 3min walk to a supermarket. A private bedroom with a garden view and a large working desk, as well as a private bathroom with a laundry machine. Free WiFi, a big TV with Netflix, free coffee and tea. We rent you a bicycle for free! There is also an elevator and free parking available on-site.<br /><br /><b>The space</b><br />Living room/kitchen space is to be shared. Smoking is only allowed in the garden.",,https://a0.muscache.com/pictures/480b5caf-d82f-4e57-a2a9-fe2fdb357375.jpg,172829325,https://www.airbnb.com/users/show/172829325,Costa,2018-02-11,"Geneva, Geneva, Switzerland",,within a few hours,100%,75%,f,https://a0.muscache.com/im/pictures/user/f542924a-b312-40f9-9e04-17b5b50276b7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f542924a-b312-40f9-9e04-17b5b50276b7.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Grand-Saconnex,,46.23888,6.12344,Private room in apartment,Private room,2,0.0,1 bath,1.0,1.0,"[""Washer"", ""Essentials"", ""Iron"", ""Free parking on premises"", ""Elevator"", ""Lock on bedroom door"", ""Hair dryer"", ""Kitchen"", ""Hangers"", ""Dedicated workspace"", ""TV"", ""Shampoo"", ""Heating"", ""Wifi""]",$80.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,29,59,89,89,2020-12-30,3,2,0,2019-12-01,2020-11-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,,f,1,0,1,0,0.23
39904657,https://www.airbnb.com/rooms/39904657,20201229152854,2020-12-30,Bel Appartement dans quartier résidentiel,"Très bel appartement, décoré avec goût.<br />1 beau salon donnant sur une grande terrasse totalement ménagée. 1 salle de bains et 1 salle de douche, 3 belles chambres. Possibilité d'avoir le parking en sous-sol si besoin.<br />Environnement résidentiel calme et arboré, bénéficiant d'un grand parc à proximité.<br />également à 5 minutes du lac de Genève<br /><br /><b>The space</b><br />Très bel appartement, tout confort, avec belle terrasse, à 10 minutes du centre-ville de Genève,",Quartier résidentiel et calme,https://a0.muscache.com/pictures/2f9a1c47-da34-4c27-bf5e-02497ca89898.jpg,28768692,https://www.airbnb.com/users/show/28768692,Narjes,2015-03-04,US,,a few days or more,0%,0%,f,https://a0.muscache.com/im/pictures/user/239db99e-634d-4037-8a36-a940f504d1e9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/239db99e-634d-4037-8a36-a940f504d1e9.jpg?aki_policy=profile_x_medium,,1,1,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Cologny, Genève, Switzerland",Cologny,,46.21289,6.19005,Entire apartment,Entire home/apt,5,0.0,1 bath,3.0,3.0,"[""Iron"", ""Free parking on premises"", ""Heating"", ""Elevator"", ""Breakfast"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Kitchen"", ""Hangers"", ""Essentials"", ""Wifi""]",$270.00,6,30,6,6,30,30,6.0,30.0,,t,23,53,83,83,2020-12-30,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,f,1,1,0,0,0.0
39913554,https://www.airbnb.com/rooms/39913554,20201229152854,2020-12-30,Cosy Studio in Geneva Old Town,"Nice and comfortable one bedroom apartment, recently refurbished, in the heart of Geneva Old Town, next to main City square, to the Cathedral, to the main shopping street and to the lake.  <br /><br />Living room: one sofa bed in living room, Bluetooth speaker<br /><br />Kitchenette: includes combined microwave/hoven, induction hub, nespresso cafe machine, washing-dryer machine <br /><br />Shower room: shower, toilet, sink with large mirror cabinet, hairdryer<br /><br /><br />5th Floor no lift.",Perfectly located in the old town of geneva.<br />There are bus and tram lines at less than 3 minutes by foot from the apartment.<br />Plenty of nice restaurants and cafe nearby,https://a0.muscache.com/pictures/d704237a-2059-4240-96ac-1b48f1782b5a.jpg,3528377,https://www.airbnb.com/users/show/3528377,Marc,2012-09-10,"Geneva, Geneva, Switzerland","Keys'n'Fly - Airbnb Management Solution That Suits You
My name is Marc with Keys'n'Fly Vacation Rentals, a full service property management company based out of Geneva, Switzerland. My team and I strive to make every experience a seamless one, no matter where your trip may take you. As hospitality professionals experts, we are dedicated to provide superior customer service with attentiveness to inquiries and our guests while they are staying with us. 
Our beloved hosts trust us in managing their properties on their behalf and we hope you will trust us with your stay.
Please let us know how we may help you with your next trip.",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,,126,126,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,46.20151,6.14927,Entire apartment,Entire home/apt,2,0.0,1 bath,1.0,2.0,"[""Washer"", ""Essentials"", ""Iron"", ""Stove"", ""Hot water"", ""Hair dryer"", ""Kitchen"", ""Hangers"", ""Refrigerator"", ""Bed linens"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""Heating"", ""Wifi""]",$104.00,2,365,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2020-12-30,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,t,66,55,9,0,0.0
39920502,https://www.airbnb.com/rooms/39920502,20201229152854,2020-12-30,Grande Chambre équipée dans appartement,,,https://a0.muscache.com/pictures/53a4b6b9-6c1e-494a-abfe-ffa8f99c99d2.jpg,79958092,https://www.airbnb.com/users/show/79958092,Laureano,2016-06-26,"Geneva, Geneva, Switzerland",,,,,f,https://a0.muscache.com/im/pictures/user/8569999f-fd0c-4532-ad84-a69831014888.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8569999f-fd0c-4532-ad84-a69831014888.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'facebook', 'offline_government_id', 'government_id']",t,t,,Bardonnex,,46.14342,6.13678,Private room in apartment,Private room,2,0.0,1 shared bath,1.0,0.0,"[""Washer"", ""Essentials"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""TV"", ""Hot water"", ""Wifi"", ""Heating"", ""Dedicated workspace"", ""Hair dryer""]",$45.00,14,1125,14,14,1125,1125,14.0,1125.0,,t,28,58,88,363,2020-12-30,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,t,1,0,1,0,0.0
39943890,https://www.airbnb.com/rooms/39943890,20201229152854,2020-12-30,"Your spacious, calm and cosy home in Geneva","L appartement se situe dans un lieu calme mais tout à proximité : le centre ville est a 3 arrêt de tram, pharmacie, épiceries, la nouvelle gare des eaux vives récemment inaugurée est a 5min. a pied.<br /><br /><b>The space</b><br />il s agit d un grand logement spacieux d environs 160m2 dont 100m2 sont disponibles pour nos hôtes. salon tres grand et spacieux avec un canapé-lit et un canapé, table a manger, cuisine équipée, une chambre avec un lit double, une douche et des toilettes<br /><br /><b>Guest access</b><br />les voyageurs ont 100m2/160m2. : chambre double, grand salon avec canapé et canapé-lit convertible, cuisine, douche et toilettes<br /><br /><b>Other things to note</b><br />les voyageurs peuvent a tout moment de la journee m ecrirer ou appeler s ils ont une demande concernant l appartement, la ville, un renseignement, ect","Il s'agit d'un quartier résidentiel, calme.",https://a0.muscache.com/pictures/e76a2199-0012-4471-82f8-9b09f943df97.jpg,253232162,https://www.airbnb.com/users/show/253232162,Natalia,2019-04-04,"Geneva, Geneva, Switzerland",,within an hour,100%,93%,f,https://a0.muscache.com/im/pictures/user/25cdb76f-126b-42aa-a8be-713ec8219365.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/25cdb76f-126b-42aa-a8be-713ec8219365.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Genève, Switzerland",Commune de Genève,,46.19585,6.1696800000000005,Entire apartment,Entire home/apt,5,0.0,1 bath,1.0,2.0,"[""Washer"", ""Essentials"", ""Iron"", ""Dryer"", ""Hot water"", ""Elevator"", ""Hair dryer"", ""Kitchen"", ""Hangers"", ""First aid kit"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Wifi""]",$179.00,2,15,2,2,1125,1125,2.0,1125.0,,t,0,7,7,46,2020-12-30,2,2,0,2020-03-15,2020-09-11,100.0,10.0,9.0,10.0,10.0,10.0,10.0,,t,1,1,0,0,0.21
39954058,https://www.airbnb.com/rooms/39954058,20201229152854,2020-12-30,Nice apartment near the airport,,Airport geneve,https://a0.muscache.com/pictures/b1fb24dc-5ad9-4172-8d0d-f725bcabefd8.jpg,308024939,https://www.airbnb.com/users/show/308024939,Orhan,2019-11-07,"Meyrin, Geneva, Switzerland",Je suis quelqu’un de sympa j’aime bien faire des nouvelles connaisances ,a few days or more,0%,67%,f,https://a0.muscache.com/im/pictures/user/2e0ed323-5fea-4b36-bd2b-5a5c8ddeb93c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2e0ed323-5fea-4b36-bd2b-5a5c8ddeb93c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Meyrin, GE, Switzerland",Meyrin,,46.230920000000005,6.07675,Entire apartment,Entire home/apt,2,0.0,1 bath,0.0,1.0,"[""Washer"", ""Iron"", ""Dryer"", ""Hot water"", ""Heating"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Dedicated workspace"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Wifi""]",$76.00,2,30,2,2,30,30,2.0,30.0,,t,29,59,89,179,2020-12-30,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,t,1,1,0,0,0.0
39960841,https://www.airbnb.com/rooms/39960841,20201229152854,2020-12-30,Chambre décorée avec simplicité,"quartier près de l'aéroport de Genève ,PALEXPO ,ARENA DE GENÈVE, OMS,  ONU,BIT ..idéal pour les conférenciers !!<br />4P avec balcon 3e étage SANS ASCENSEUR quartier calme<br /><br /><b>The space</b><br />appartement de 4 pièces avec ( le balcon sera condamné pour cause de travaux) dès le mois d'avril<br /><br /><b>Other things to note</b><br />30 minutes à pieds de   L'AÉROPORT 10 minutes en bus (bus no 5 arrêt saconnex place)",A côté ..ARENA ..PALEXPO 10 MINUTES ...OMS 10 minutes ..ONU...PLACE DÈS NATIONS ..musée ARIANA et CROIX ROUGE SUISSE a 15 / 20 minutes à pieds,https://a0.muscache.com/pictures/f7bd3d95-d516-4acd-bda8-a516bb477f8d.jpg,90172648,https://www.airbnb.com/users/show/90172648,Raymonde,2016-08-16,"Geneva, Geneva, Switzerland",,a few days or more,0%,100%,f,https://a0.muscache.com/im/pictures/user/4bea4a3d-b4d3-4184-9924-e734b20f4878.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4bea4a3d-b4d3-4184-9924-e734b20f4878.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone', 'facebook', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Le Grand-Saconnex, Genève, Switzerland",Grand-Saconnex,,46.23601,6.1257,Private room in apartment,Private room,1,0.0,1 shared bath,1.0,1.0,"[""Essentials"", ""Host greets you"", ""Microwave"", ""Iron"", ""Hot water"", ""Lock on bedroom door"", ""Pocket wifi"", ""Paid parking off premises"", ""Refrigerator"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Heating"", ""Wifi""]",$43.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2020-12-30,27,13,0,2019-11-15,2020-03-06,95.0,9.0,10.0,9.0,10.0,10.0,9.0,,t,1,0,1,0,1.97
39967634,https://www.airbnb.com/rooms/39967634,20201229152854,2020-12-30,Loft on the lower ground of a souplex + pool table,"C'est un loft, en rez-inférieur (accessible en ascenseur), la grande pièce comporte un billard, une cuisine/s-à-m, un lit-canapé pour 2 personnes (peut se refermer par d'épais rideaux anti-bruit). Deux à trois lits simples peuvent être ajoutés. Dans la chambre attenante avec un grand lit (160) double, un à deux lits d'une personne peuvent-être ajoutés, ainsi qu'un lit parapluie pour bébé. Le tout est desservi par une salle de douche avec lavabo double vasque et w-c. Ce n'est pas un hôtel.<br /><br /><b>The space</b><br />C'est un loft, en rez-inférieur (accessible en ascenseur), la grande pièce comporte un billard, une cuisine/s-à-m, un lit-canapé pour 2 personnes (peut se refermer par d'épais rideaux anti-bruit). Deux à trois lits simples peuvent être ajoutés. Dans la chambre attenante avec un grand lit (160) double, un à deux lits d'une personne peuvent-être ajoutés, ainsi qu'un lit parapluie pour bébé. Le tout est desservi par une salle de douche avec lavabo double vasque et w-c. Ce",,https://a0.muscache.com/pictures/be9a8934-16a2-45e2-8c16-de9ff47d73d5.jpg,44666245,https://www.airbnb.com/users/show/44666245,Marie,2015-09-20,"Geneva, Geneva, Switzerland","Fraîchement retraitée, j'ai du temps pour recevoir mes hôtes dans quatre chambres doubles, avec salles de bains, dans le cadre de ""Mon jardin en Ville"". Il est aussi possible de louer les chambres avec accès à la cuisine et au reste de l'appartement ou de louer tout l'appartement-souplex. Après quelques missions humanitaires, d'où j'ai ramené meubles et décorations, j'ai aménagé un souplex-loft dans une zone industrielle, sur la rive-droite de Genève, proche de toutes commodités. Avec mon conjoint, nous prenons plaisir à recevoir des personnes de passage à Genève. Comme j'aime m'occuper de mon jardin, j'en profite aussi pour préparer des confitures, sirops, pâtes de fruits avec des fruits du jardin. Une deuxième résidence à Collex (canton de Genève), est également mise en location avec 5 chambres dans une villa mise en colocation pour des périodes de longue durée, voire â l'année. Un troisième logement, situé en bord de mer, en Catalogne, à Ametlla-de-Mar, est également mis en location. C'est un appartement de 4 chambres pouvant accueillir 6 personnes.
Ma devise: ""La vie est une œuvre d'art très difficile, et, parti de rien, c'est déjà beaucoup que d'en réussir quelques parties, en travaillant et en économisant "". 
Citation de Henry Becque ; Les pensées et notes d'alb (Phone number hidden by Airbnb)",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/b4042da9-944e-48a5-a921-709681e23ac4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b4042da9-944e-48a5-a921-709681e23ac4.jpg?aki_policy=profile_x_medium,,14,14,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Commune de Genève,,46.21038,6.12389,Entire loft,Entire home/apt,8,0.0,1 bath,2.0,5.0,"[""Microwave"", ""Free parking on premises"", ""Long term stays allowed"", ""Garden or backyard"", ""Nespresso machine"", ""Kitchen"", ""TV"", ""Coffee maker"", ""Bed linens"", ""Oven"", ""Patio or balcony"", ""Stove"", ""Shower gel"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Shampoo"", ""Washer"", ""Luggage dropoff allowed"", ""Iron"", ""Portable fans"", ""Building staff"", ""Hot water"", ""Elevator"", ""Private entrance"", ""Extra pillows and blankets"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Fire extinguisher"", ""Dryer"", ""Dishwasher"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Cooking basics""]",$110.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,4,31,50,254,2020-12-30,19,19,0,2020-01-31,2020-10-28,95.0,9.0,10.0,10.0,10.0,10.0,10.0,,t,14,7,7,0,1.7
40026248,https://www.airbnb.com/rooms/40026248,20201229152854,2020-12-29,Executive Studio - Geneva Heart,"New studio, clean, very quite and beautiful. Full equipped, wi-fi etc... In heart of Geneva. Rhone river in 50 meters.<br />Big grocery store just in 50 meters from apart.<br />Huge transport carrefour in 100 meters. Easy access to airport (20 min), train station (7 min). Perfect studio with all you need for a comfortable stay.<br /><br /><b>Guest access</b><br />Guests will have access to all amenities on site.<br /><br /><b>Other things to note</b><br />The wifi should be installed on the 27th of november 2019","Lively area, you will find many bars, restaurants, markets and shops nearby. Very close to the lake and the old town.",https://a0.muscache.com/pictures/43fc94c6-b68f-4d04-b436-3bebaf99175a.jpg,3528377,https://www.airbnb.com/users/show/3528377,Marc,2012-09-10,"Geneva, Geneva, Switzerland","Keys'n'Fly - Airbnb Management Solution That Suits You
My name is Marc with Keys'n'Fly Vacation Rentals, a full service property management company based out of Geneva, Switzerland. My team and I strive to make every experience a seamless one, no matter where your trip may take you. As hospitality professionals experts, we are dedicated to provide superior customer service with attentiveness to inquiries and our guests while they are staying with us. 
Our beloved hosts trust us in managing their properties on their behalf and we hope you will trust us with your stay.
Please let us know how we may help you with your next trip.",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,,126,126,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,46.20367,6.13851,Entire apartment,Entire home/apt,2,0.0,1.5 baths,0.0,1.0,"[""Essentials"", ""Iron"", ""Hot water"", ""Elevator"", ""Hair dryer"", ""Kitchen"", ""Hangers"", ""Dedicated workspace"", ""TV"", ""Bed linens"", ""Heating"", ""Wifi""]",$67.00,1,365,1,1,365,365,1.0,365.0,,t,13,43,73,74,2020-12-29,15,11,0,2019-11-23,2020-08-31,88.0,9.0,9.0,10.0,9.0,10.0,9.0,,t,66,55,9,0,1.12
40028839,https://www.airbnb.com/rooms/40028839,20201229152854,2020-12-30,au calme proche du centre ville,"belle chambre avec balcon dans appartement en attique,dans quartier calme,proche du centre ville,avec toutes les commodités,restaurants,transports publiques",Quartier proche du centre ville au calme avec plusieurs commerces et restaurants à proximité et les transports publiques,https://a0.muscache.com/pictures/342cc0cc-cf80-46df-b761-6fbce7f5912e.jpg,308724280,https://www.airbnb.com/users/show/308724280,Marcia,2019-11-11,CH,,,,,f,https://a0.muscache.com/im/pictures/user/3643d041-806d-4742-8f48-2c45ce087e60.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3643d041-806d-4742-8f48-2c45ce087e60.jpg?aki_policy=profile_x_medium,,3,3,['phone'],t,f,"Petit-Lancy, Genève, Switzerland",Lancy,,46.18933,6.12038,Private room in apartment,Private room,1,0.0,1 shared bath,1.0,1.0,"[""Iron"", ""Heating"", ""Hot water"", ""Elevator"", ""Lock on bedroom door"", ""Hair dryer"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Wifi""]",$70.00,1,30,1,1,30,30,1.0,30.0,,t,27,57,87,177,2020-12-30,1,0,0,2019-11-21,2019-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,t,1,0,1,0,0.07
40030021,https://www.airbnb.com/rooms/40030021,20201229152854,2020-12-30,Cosy & peaceful apartment in the centre of Geneva,"Quiet, cosy and coconing apartment able to welcome until 5 persons and ideally located in the centre of Geneva.<br />Enjoy of this super clean, calm and equipped apartment.<br /><br /><b>The space</b><br />READ ALL BEFORE BOOKING <br /><br />Quiet, cosy and cocooning apartment (44m2) ideally located in the very centre of Geneva.<br />On the first lower floor of an ancient building, it has a lovely living room with a dining corner, and the kitchen corner (free breakfast included.)<br />One kid/teenager's bedroom with a bunk bed for ONE CHILD OR TEENAGER  and a desk,<br />One main bedroom with one large bed for 2 persons and one sofabed for 2 persons as well,<br />One bathroom (with shower, hairdryer, soft towels, soap, shower gel, shampoos and toothpaste).<br /><br />Linen and towels provided.<br /><br />Free wifi <br /><br />Very flexible check-in and check-out<br /><br />Available Geneva's maps and Geneva's activities program<br /><br />City tax of 3.75- per person and per night not i",Very quiet and safe neighborhood in the very center of Geneva.<br />The particularity of this apartment is the beautiful path in the wood along the Rhone river and its amazing turquoise color.,https://a0.muscache.com/pictures/039c63cf-2e31-4041-8181-5b3d33d459e9.jpg,308730896,https://www.airbnb.com/users/show/308730896,Marco,2019-11-11,"Geneva, Geneva, Switzerland",,,,64%,f,https://a0.muscache.com/im/pictures/user/20de55c1-ce0f-4fe7-ae0c-2480e114bd41.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/20de55c1-ce0f-4fe7-ae0c-2480e114bd41.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone']",t,f,"Genève, Switzerland",Commune de Genève,,46.20393,6.13223,Entire apartment,Entire home/apt,5,0.0,1 bath,2.0,4.0,"[""Washer"", ""Lockbox"", ""Oven"", ""Microwave"", ""Stove"", ""Dryer"", ""Hot water"", ""Children\u2019s books and toys"", ""Heating"", ""Coffee maker"", ""Breakfast"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Bed linens"", ""Smoke alarm"", ""Cooking basics""]",$90.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2020-12-30,15,7,0,2019-11-13,2020-08-14,94.0,9.0,9.0,10.0,10.0,9.0,9.0,,f,1,1,0,0,1.09
40054107,https://www.airbnb.com/rooms/40054107,20201229152854,2020-12-30,Beautiful apt - 10 min walk to UN & train station,"Located in central Geneva, this lovely apartment is perfect for exploring the city and surrounding areas or using as a base for meetings. Come home at the end of the day and put your feet up on the sofa or sit out on the balcony.<br /><br />The apartment is conveniently located a 10 minute walk from the train station and the UN and accessible by bus from the airport.",The apartment has a park out front leading right to the train station. The bedroom and kitchen look out over a courtyard/garden area with views of the Jura mountains. The apartment is on the top floor so no upstairs neighbours and no street noise. There is a supermarket across the street for any essentials and a lovely bakery for coffee and breakfast bites downstairs.,https://a0.muscache.com/pictures/ac149ed4-0cf1-4e7d-b369-bb270baa7201.jpg,32044564,https://www.airbnb.com/users/show/32044564,Rosanne,2015-04-27,"Geneva, Geneva, Switzerland",,,,100%,f,https://a0.muscache.com/im/pictures/user/6546d775-f8a1-4209-a9e7-69f1bca4c47b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6546d775-f8a1-4209-a9e7-69f1bca4c47b.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Genève, Switzerland",Commune de Genève,,46.216120000000004,6.134180000000001,Entire apartment,Entire home/apt,2,0.0,1 bath,1.0,1.0,"[""Washer"", ""Essentials"", ""Oven"", ""Patio or balcony"", ""Iron"", ""Stove"", ""Hot water"", ""Hair dryer"", ""Extra pillows and blankets"", ""Refrigerator"", ""Shower gel"", ""Dishes and silverware"", ""Kitchen"", ""Hangers"", ""Shampoo"", ""Heating"", ""Bed linens"", ""Cooking basics""]",$88.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,2,2,2,2,2020-12-30,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,f,1,1,0,0,0.0
